"","title","message","impressions","paid_for_by","advertiser","page","date"
"2649","Ohio Newswire","<p>Mike DeWine's record looks a lot more like Donald Trump than John Kasich. He's consistently used his office to support the Trump agenda on immigration and defunding Planned Parenthood.</p>",1,"Cordray/Sutton Committee","Ohio Newswire","https://www.facebook.com/ohionewswire/",2018-09-21
"2650","FWD.us","<p>For too long, our broken immigration system has locked too many people out from the American Dream. America’s families, communities, and economy thrive when more individuals are able to achieve their full potential. Add your name to join our fight: <a href=""https://bit.ly/2yNQF5F"">http://bit.ly/2yNQF5F</a></p>",1,"FWD.us","FWD.us","https://www.facebook.com/fwdus/",2018-10-20
"2651","Phil Bredesen","<p>Marsha Blackburn’s 16 years in Washington shows in her latest false attack ad. It's time for some fresh air up in Washington.</p><p> We need a Senator focused on bringing people from all parties to find common ground to fix complex problems like our broken immigration system. Phil Bredesen is applying for the job.</p>",1,"Bredesen for Senate","Phil Bredesen","https://www.facebook.com/BredesenForSenate/",2018-10-08
"2652","Sierra Club","<p>URGENT: Trump's disastrous border wall could soon become reality, after asking Congress to appropriate an astronomical $25 billion dollars.</p><p> This devastating immigration bill would do tremendous damage to border ecosystems and communities. Take action: <a href=""https://sc.org/2MoqCHK"">https://sc.org/2MoqCHK</a></p>",2,"Sierra Club","","https://www.facebook.com/SierraClub/",2018-08-10
"2653","Zephyr Teachout","<p>This is a last-minute ask, but it’s important. We need more money to win on Thursday. There are 4 candidates for New York Attorney General and the latest polling indicates it’s an incredibly close race. I am the most progressive candidate — I’ll rein in Wall Street, investigate Trump’s corruption and prosecute crimes committed by immigration agents.</p><p> I am the only candidate without corporate support -- 100% of our money comes from grassroots donors. Can you chip in now to help put us over the line for a big win in Thursday’s election?</p>",1,"Zephyr for NY","Zephyr Teachout","https://www.facebook.com/zephyr.ny/",2018-09-12
"2654","Shabnam For Wisconsin","<p>Shabnam Lotfi was just interviewed by a Los Angeles-based independent filmmaking crew who came to Madison to interview her for their documentary on Trump’s immigration policies and the travel ban. This is what makes Shabnam Lotfi the strongest candidate for the Wisconsin State Assembly. She’s not only known in Madison for her work, but by people all across the country. As your representative, Shabnam will make sure Wisconsin is a leader when it comes to education, healthcare, the environment, and criminal justice reform, to name a few. Let’s elect Shabnam Lotfi to the Wisconsin State Assembly!</p>",1,"Shabnam For Wisconsin.","Shabnam For Wisconsin","https://www.facebook.com/ShabnamLotfi77/",2018-08-08
"2655","For Michigan's Future","<p>On June 30th, 2018 Michigan joined the rest of the nation is showing outrage at immigration policies that tear families apart, and rallied statewide to Keep Families Together.</p>",1,"For Our Future Action Fund","For Michigan's Future","https://www.facebook.com/ForOurFutureMI/",2018-08-17
"2656","We Are PA","<p>Independent voter John Opdyke had this to say about Trump's comments on immigration: “There’s a humanitarian crisis taking place in Central America, and yet this issue gets turned into a complete political football. There’s very little honest discussion about what’s actually happening.”</p>",1,"We Are Pennsylvania","We Are PA","https://www.facebook.com/wearepennsylvania/",2018-10-26
"2657","Donald J. Trump","<p>For the next 30 days, I promise to make this election about you. I want to make it about building the wall, protecting your retirement, strengthening our economy even more, raising wages, bringing back American jobs, and reforming immigration.</p><p> But I can only take on the special interests so much. I need you fighting by my side if we want to win.</p>",1,"Donald J. Trump for President, Inc.","Donald J. Trump","https://www.facebook.com/DonaldTrump/",2018-10-12
"2658","PragerU","<p>The media narrative today is that America has become “xenophobic” and is turning its back on new immigrants. But that narrative is sharply contradicted by the fact that the United States maintains the most generous immigration policies in the world. In this week’s new video, <a class=""profileLink"" data-hovercard=""https://www.facebook.com/1109093812491437"" href=""https://www.facebook.com/CRTV/"">CRTV</a> host and best-selling author <a class=""profileLink"" data-hovercard=""https://www.facebook.com/269123710083"" href=""https://www.facebook.com/therightmichellemalkin/"">Michelle Malkin</a> explains how ill-conceived immigration policies threaten to destroy the American Dream for everyone.</p><p> Please take our survey once you watch this video.<br> <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f51/1/16/1f449.png""><span class=""_7oe"">👉</span></span><a href=""https://l.prageru.com/2w518bR"">https://l.prageru.com/2w518bR</a></p>",2,"PragerU ","PragerU","https://www.facebook.com/prageru/",2018-08-20
"2659","YouGov","<p>Do YOU think America should crack down on immigration?</p><p> CLICK THE LINK BELOW to take the poll and make your voice heard!</p>",1,"YouGov","YouGov","https://www.facebook.com/YouGovUS/",2018-08-08
"2660","Sierra Club","<p>URGENT: Trump's disastrous border wall could soon become reality, after asking Congress to appropriate an astronomical $25 billion dollars.</p><p> This devastating immigration bill would do tremendous damage to border ecosystems and communities. Take action: <a href=""https://sc.org/2MoqCHK"">https://sc.org/2MoqCHK</a></p>",1,"Sierra Club","Sierra Club","https://www.facebook.com/SierraClub/",2018-08-18
"2661","Zephyr Teachout","<p>This is a last-minute ask, but it’s important. We need more money to win on Thursday. There are 4 candidates for New York Attorney General and the latest polling indicates it’s an incredibly close race. I am the most progressive candidate — I’ll rein in Wall Street, investigate Trump’s corruption and prosecute crimes committed by immigration agents.</p><p> I am the only candidate without corporate support -- 100% of our money comes from grassroots donors. Can you chip in now to help put us over the line for a big win in Thursday’s election? And then vote for Zephyr for Attorney General?</p>",1,"Zephyr for NY","Zephyr Teachout","https://www.facebook.com/zephyr.ny/",2018-09-11
"2662","Equal Justice Works","<p>Federal agencies are required to address issues that disproportionately threaten the environmental health of low-income communities; however, prisoners and immigration detainees remain consistently ignored, putting their health and safety at risk. At <a class=""profileLink"" data-hovercard=""https://www.facebook.com/15771560300"" href=""https://www.facebook.com/Earthjustice/"">Earthjustice</a> Melissa Legge is bringing together the legal expertise of the environmental movement and the groups that advocate for prisoners’ and immigrants’ rights, to protect them from further harm. </p><p> What difference will you make? Apply for an Equal Justice Works Fellowship and be the solution. <a href=""http://bit.ly/Apply4Fellowships"">Bit.ly/Apply4Fellowships</a></p>",1,"Equal Justice Works","Equal Justice Works","https://www.facebook.com/EqualJusticeWorks/",2018-08-30
"2663","Florida Democratic Party","<p>President Trump’s family separation and travel ban policies are only meant to inflict maximum pain and suffering on immigrant families. </p><p> Trump’s policies are cruel, inhumane, and immoral. That is why we are organizing to condemn the horrendous actions of Donald Trump.</p><p> Add your name now to condemn Trump’s immigration policies!</p>",1,"the Florida Democratic Party. Not authorized by any candidate or candidate's committee.","Florida Democratic Party","https://www.facebook.com/FlaDems/",2018-08-10
"2664","Color Of Change","<p>A 6-year-old girl was sexually abused multiple times at an immigration youth housing facility run by Southwest Key. </p><p> This is unacceptable.</p><p> Tell state officials to freeze Southwest Key funding and investigate now!</p>",3,"Color Of Change","Color Of Change","https://www.facebook.com/colorofchange/",2018-08-10
"2665","Stand Up America","<p>The humanitarian crisis at our nation's border is a result of Trump's dangerous immigration policy. And his executive order doesn't fix the problem.</p><p> Families could be detained indefinitely, children could still be detained in cages or tent cities, and there's no plan to reunite every child with their families. We need to keep families together -- not tear them apart.</p><p> We need to end the humanitarian crisis at our nation's border and undo Trump's harmful policy. Add your name to fight for these families and protect the values our country is based on.</p>",1,"Stand Up America","","https://www.facebook.com/StandUpAmerica/",2018-08-25
"2666","Care2","<p>The Trump administration's terrible ""zero tolerance"" approach to immigration has resulted in kids be forcably separated from their parents and detained in substandard conditions. Not only do these families not get to see each other, but the goverment is making it difficult for them to even get in contact.</p><p> That's because the government is charging immigrant parents as much as $8 per minute to call their children. Obviously, that's a lot of money for people who typically don't <span class=""text_exposed_hide"">...</span><span class=""text_exposed_show"">have any.  </span></p><p> Per ICE's own rules, detainees should have the right to contact immediate family members via phone for free, but media outlets have discovered that immigrants are being charged to make such calls anyway.    </p><p> The Texas Tribune has accounts from a Guatemalan mom who could only call her three children after saving up enough money to place the call, as well as a father who was denied a call to his son because he did have sufficient funds in his account.</p><p> These families should be speedily reunited, and in the meantime, there's no reason to compound the cruelty. We sign this petition to demand that ICE ensure that all phone calls between separated parents and children be free of charge. It's important for these families to still feel close even when being detained thousands of miles apart.</p>",1,"Care2","Care2","https://www.facebook.com/Care2/",2018-08-12
"2667","Florida Democratic Party","<p>President Trump’s family separation and travel ban policies are only meant to inflict maximum pain and suffering on immigrant families. </p><p> Trump’s policies are cruel, inhumane, and immoral. That is why we are organizing to condemn the horrendous actions of Donald Trump.</p><p> Add your name now to condemn Trump’s immigration policies!</p>",1,"the Florida Democratic Party. Not authorized by any candidate or candidate's committee.","Florida Democratic Party","https://www.facebook.com/FlaDems/",2018-08-25
"2668","Zephyr Teachout","<p>This is a last-minute ask, but it’s important. We need more money to win on Thursday. There are 4 candidates for New York Attorney General and the latest polling indicates it’s an incredibly close race. I am the most progressive candidate — I’ll rein in Wall Street, investigate Drumpf’s corruption and prosecute crimes committed by immigration agents.</p><p> I am the only candidate without corporate support -- 100% of our money comes from grassroots donors. Can you chip in now to help put us over the line for a big win in Thursday’s election? And then vote for Zephyr for Attorney General?</p>",1,"Zephyr for NY","Zephyr Teachout","https://www.facebook.com/zephyr.ny/",2018-09-12
"2669","Tingen & Williams, PLLC","<p>In today's episode of Law Talk, Ben and Andrew discuss the recent changes happening in immigration courts across the country.</p><p> Opinion Links-<br> Castro-Tum: <a href=""https://www.justice.gov/eoir/page/file/1064086/download"">https://www.justice.gov/eoir/page/file/1064086/download</a><br> A-B-: <a href=""https://www.justice.gov/eoir/page/file/1070866/download"">https://www.justice.gov/eoir/page/file/1070866/download</a><span class=""text_exposed_hide"">...</span><span class=""text_exposed_show""><br> L-A-B-R-: <a href=""https://www.justice.gov/eoir/page/file/1087781/download"">https://www.justice.gov/eoir/page/file/1087781/download</a></span></p>",1,"Tingen & Williams, PLLC","Tingen & Williams, PLLC","https://www.facebook.com/tingenlaw/",2018-08-22
"2670","Florida Democratic Party","<p>Trump wants to inflict maximum pain and suffering on immigrant families with his attempts to institute family separation and a travel ban.</p><p> Trump created these policies, and we need to hold him accountable. We need 100,000 to join us immediately and condemn Trump’s inhumane immigration policies!</p><p> ADD YOUR NAME &gt;&gt;&gt;</p>",1,"the Florida Democratic Party. Not authorized by any candidate or candidate's committee.","Florida Democratic Party","https://www.facebook.com/FlaDems/",2018-08-25
"2671","The Leadership Conference on Civil and Human Rights","<p>White House Senior Advisor Stephen Miller uses his position to stoke bigotry, hate, and division. Miller was the architect of President Trump’s Muslim ban and the monstrous immigration policy that separated children from their families at the border. Sign the petition and demand Trump fire Miller! <a href=""https://bit.ly/2vT5e6x"">https://bit.ly/2vT5e6x</a></p>",4,"the Leadership Conference on Civil and Human Rights ","The Leadership Conference on Civil and Human Rights","https://www.facebook.com/civilandhumanrights/",2018-08-11
"2672","The Leadership Conference on Civil and Human Rights","<p>White House Senior Advisor Stephen Miller uses his position to stoke bigotry, hate, and division. Miller was the architect of President Trump’s Muslim ban and the monstrous immigration policy that separated children from their families at the border. Sign the petition and demand Trump fire Miller! <a href=""https://bit.ly/2KFOiFW"">https://bit.ly/2KFOiFW</a></p>",18,"the Leadership Conference on Civil and Human Rights ","The Leadership Conference on Civil and Human Rights","https://www.facebook.com/civilandhumanrights/",2018-08-10
"2673","Zephyr Teachout","<p>This is a last-minute ask, but it’s important. We need more money to win on Thursday. There are 4 candidates for New York Attorney General and the latest polling indicates it’s an incredibly close race. I am the most progressive candidate — I’ll rein in Wall Street, investigate Trump’s corruption and prosecute crimes committed by immigration agents.</p><p> I am the only candidate without corporate support -- 100% of our money comes from grassroots donors. Can you chip in now to help put us over the line for a big win in Thursday’s election?</p>",2,"Zephyr for NY","","https://web.facebook.com/zephyr.ny/",2018-09-11
"2674","Zephyr Teachout","<p>This is a last-minute ask, but it’s important. We need more money to win on Thursday. There are 4 candidates for New York Attorney General and the latest polling indicates it’s an incredibly close race. I am the most progressive candidate — I’ll rein in Wall Street, investigate Trump’s corruption and prosecute crimes committed by immigration agents.</p><p> I am the only candidate without corporate support -- 100% of our money comes from grassroots donors. Can you chip in now to help put us over the line for a big win in Thursday’s election?</p>",1,"Zephyr for NY","Zephyr Teachout","https://www.facebook.com/zephyr.ny/",2018-09-11
"2675","Congressional Leadership Fund","<p>Sharice Davids is lying about her radical position on illegal immigration. She would abolish ICE. Listen for yourself.</p><p> <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f97/1.5/16/1f50a.png""><span class=""_7oe"">🔊</span></span> TURN YOUR SOUND UP <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f97/1.5/16/1f50a.png""><span class=""_7oe"">🔊</span></span></p>",1,"Congressional Leadership Fund","Congressional Leadership Fund","https://www.facebook.com/CongressionalLeadershipFund/",2018-09-08
"2676","NO on 105","<p>The Trump administration in D.C. has separated children from their families, introduced racial and religious profiling and deported thousands of law-abiding immigrants from their communities. </p><p> By voting No on Measure 105, we can show that Oregon wants no part of Donald Trump’s immigration policies.</p>",1,"Oregonians United Against Profiling","NO on 105","https://www.facebook.com/ORUnited/",2018-10-24
"2677","Cort VanOstran for Congress","<p>I'm Cort VanOstran, and I'm running for Congress in <a class=""_58cn"" href=""https://www.facebook.com/hashtag/mo02""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">MO02</span></span></a> because I believe in the <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f93/1/16/1f1fa_1f1f8.png""><span class=""_7oe"">🇺🇸</span></span> dream that took me, a kid raised by a single mom in rural Missouri, to Harvard on a scholarship from the Elks Club, to law school here in Missouri and a career helping Missourians fight corporate abuse. <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/fa/1/16/2696.png""><span class=""_7oe"">⚖️</span></span> </p><p> After my dad died, I helped raise my siblings so that they could realize their dreams. I decided to run for office because I believe everyone should have access to the American dream <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f93/1/16/1f1fa_1f1f8.png""><span class=""_7oe"">🇺🇸</span></span>.</p><p> <span class=""text_exposed_hide"">...</span><span class=""text_exposed_show"">I'm running for Congress because I believe the issues matter and that government should get things done for people. I believe in affordable, quality <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f7b/1/16/1f3e5.png""><span class=""_7oe"">🏥</span></span> for everyone and that <a class=""_58cn"" href=""https://www.facebook.com/hashtag/medicare""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">Medicare</span></span></a> should be available to all. <a class=""_58cn"" href=""https://www.facebook.com/hashtag/medicareforall""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">MedicareForAll</span></span></a></span></p><p> I believe in common sense gun reform  and safe <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f28/1/16/1f3eb.png""><span class=""_7oe"">🏫</span></span> for our kids. <a class=""_58cn"" href=""https://www.facebook.com/hashtag/enoughisenough""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">EnoughIsEnough</span></span></a>. I believe in immigration reform and that <a class=""_58cn"" href=""https://www.facebook.com/hashtag/familiesbelongtogether""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">FamiliesBelongTogether</span></span></a> <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f4c/1/16/1f468_200d_1f469_200d_1f467.png""><span class=""_7oe"">👨‍👩‍👧</span></span>. I believe in the harmful effects of <a class=""_58cn"" href=""https://www.facebook.com/hashtag/climatechange""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">ClimateChange</span></span></a><span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/fc0/1/16/1f30e.png""><span class=""_7oe"">🌎</span></span>. And I believe you <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f6c/1/16/2764.png""><span class=""_7oe"">❤️</span></span> who you <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f6c/1/16/2764.png""><span class=""_7oe"">❤️</span></span>.</p><p> I believe in my Christian faith and in your right to believe what you believe. I believe in a woman's right to choose and in equal pay for equal work. I believe in taking corporate <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/fdf/1/16/1f4b5.png""><span class=""_7oe"">💵</span></span> out of politics. I believe in working families and in voting @NoOnPropA here in Missouri. <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f6f/1/16/1f6ab.png""><span class=""_7oe"">🚫</span></span> <a class=""_58cn"" href=""https://www.facebook.com/hashtag/votenoonpropa""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">VoteNoOnPropA</span></span></a></p><p> And for all these reasons and more, I believe it is time for <a class=""profileLink"" data-hovercard=""https://www.facebook.com/127216280686110"" href=""https://www.facebook.com/Ann4Congress/"">Ann Wagner</a> to go. I’m Cort VanOstran and I'm literally running for Congress. <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/fab/1/16/1f3c3_200d_2642.png""><span class=""_7oe"">🏃</span></span><span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/fab/1/16/1f3c3_200d_2642.png""><span class=""_7oe"">🏃</span></span><span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/fab/1/16/1f3c3_200d_2642.png""><span class=""_7oe"">🏃</span></span> <a class=""_58cn"" href=""https://www.facebook.com/hashtag/cortforcongress""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">CortforCongress</span></span></a></p>",1,"Cort Vanostran for Congress","Cort VanOstran for Congress","https://www.facebook.com/cortforcongress/",2018-08-07
"2678","Donald J. Trump","<p>For the next 30 days, I promise to make this election about you. I want to make it about building the wall, protecting your retirement, strengthening our economy even more, raising wages, bringing back American jobs, and reforming immigration.</p><p> But I can only take on the special interests so much. I need you fighting by my side if we want to win.</p>",1,"Donald J. Trump for President, Inc.","Donald J. Trump","https://www.facebook.com/DonaldTrump/",2018-10-12
"2679","Donald J. Trump","<p>For the next 30 days, I promise to make this election about you. I want to make it about building the wall, protecting your retirement, strengthening our economy even more, raising wages, bringing back American jobs, and reforming immigration.</p><p> But I can only take on the special interests so much. I need you fighting by my side if we want to win.</p>",1,"Donald J. Trump for President, Inc.","Donald J. Trump","https://www.facebook.com/DonaldTrump/",2018-10-10
"2680","Donald J. Trump","<p>Our immigration system is in a state of COMPLETE CHAOS. Under current U.S. law, individuals can sponsor unlimited numbers of foreign immediate relatives for residency in the United States. THIS MUST END! </p><p> Many of these chain migrants are not thoroughly vetted. This policy is a shameless Washington BETRAYAL of regular Americans whose safety is put at risk.</p><p> You need to speak up so that the House and Senate KNOW what the American people think of this backward, anti-American poli<span class=""text_exposed_hide"">...</span><span class=""text_exposed_show"">cy. </span></p><p> Please add your name to my OFFICIAL Presidential Petition to TERMINATE Chain Migration TODAY.</p>",2,"the Trump Make America Great Again Committee","Donald J. Trump","https://www.facebook.com/DonaldTrump/",2018-08-23
"2681","Coalition for Humane Immigrant Rights","<p>Help us protect immigrant families from being swept up in deportation proceedings because they did not seek the proper legal services. <a class=""_58cn""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">SupportAB638</span></span></a></p><p> CALL NOW and use this simple script:<br> “Hi, my name is ___________ I am a constituent of Senator __________ and live in ________. I am calling in support of AB 638 which will ensure immigrant families are not defrauded and deported when resorting to immigration consultants who are unlawfully practicing immigration law. AB 638 will <span class=""text_exposed_hide"">...</span><span class=""text_exposed_show"">protect our community from avoidable deportations.""</span></p><p> 1) Senator Ben Allen, District 26<br> Contact: (916) 651-4026</p><p> 2) Senator Dr. Ed Hernandez, District 22<br> Contact: (916) 651-4022</p><p> 3) Senator Bill Dodd, District 3<br> Contact: (916) 651-4003</p><p> 4) Senator Jim Beall, District 15<br> Contact: (916) 651-4015</p><p> 5) Senator Henry Stern, District 27 <br> Contact: (916) 651-4027</p><p> 6) Senator Vanessa Delgado, District 32<br> Contact: (916) 651-4032</p>",1,"Coalition for Humane Immigrant Rights ","Coalition for Humane Immigrant Rights","https://www.facebook.com/chirlausa/",2018-08-31
"2682","Donald J. Trump","<p>For the next 30 days, I promise to make this election about you. I want to make it about building the wall, protecting your retirement, strengthening our economy even more, raising wages, bringing back American jobs, and reforming immigration.</p><p> But I can only take on the special interests so much. I need you fighting by my side if we want to win.</p>",1,"Donald J. Trump for President, Inc.","Donald J. Trump","https://www.facebook.com/DonaldTrump/",2018-10-10
"2683","Donald J. Trump","<p>For the next 30 days, I promise to make this election about you. I want to make it about building the wall, protecting your retirement, strengthening our economy even more, raising wages, bringing back American jobs, and reforming immigration.</p><p> But I can only take on the special interests so much. I need you fighting by my side if we want to win.</p>",1,"Donald J. Trump for President, Inc.","Donald J. Trump","https://www.facebook.com/DonaldTrump/",2018-10-10
"2684","Wendy Rogers","<p>Arizona Democrats turned down millions in border security funding. <a class=""_58cn""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">InvisibleTom</span></span></a> O'Halleran supports open borders and is weak on illegal immigration.</p><p> Vote for Republican Wendy Rogers to make sure we secure the border! <a class=""_58cn""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">AZ01</span></span></a> <a class=""_58cn""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">FlipAZ01</span></span></a> <a class=""_58cn""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">TeamWendy</span></span></a></p><p> Contribute here to keep this ad on the air =&gt; <a href=""https://bit.ly/2QAvb3s"">http://bit.ly/2QAvb3s</a></p>",1,"Wendy Rogers for Congress","Wendy Rogers","https://www.facebook.com/WendyRogersArizona/",2018-10-29
"2685","Beto O'Rourke","<p>Texas is the defining border state. We should be leading on immigration reform. And yet Ted Cruz was the only U.S. Senator to vote against moving forward on a conversation about reform. Senator Cruz has vowed to deport every single Dreamer. He's selling paranoia and fear instead of solutions. </p><p> We deserve better.</p>",3,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-24
"2686","Donald J. Trump","<p>For the next 30 days, I promise to make this election about you. I want to make it about building the wall, protecting your retirement, strengthening our economy even more, raising wages, bringing back American jobs, and reforming immigration.</p><p> But I can only take on the special interests so much. I need you fighting by my side if we want to win.</p>",2,"Donald J. Trump for President, Inc.","Donald J. Trump","https://www.facebook.com/DonaldTrump/",2018-10-10
"2687","PragerU","<p>The media narrative today is that America has become “xenophobic” and is turning its back on new immigrants. But that narrative is sharply contradicted by the fact that the United States maintains the most generous immigration policies in the world. In this week’s new video, <a class=""profileLink"" data-hovercard=""https://www.facebook.com/1109093812491437"" href=""https://www.facebook.com/CRTV/"" id=""js_e9z"">CRTV</a> host and best-selling author <a class=""profileLink"" data-hovercard=""https://www.facebook.com/269123710083"" href=""https://www.facebook.com/therightmichellemalkin/"">Michelle Malkin</a> explains how ill-conceived immigration policies threaten to destroy the American Dream for everyone.</p><p> Please take our survey once you watch this video.<br> <span class=""_5mfr _47e3""><img class=""img"" src=""https://pp-facebook-ads.s3.amazonaws.com/images/emoji.php/v9/f51/1/16/1f449.png""><span class=""_7oe"">👉</span></span><a href=""https://l.prageru.com/2w518bR"">https://l.prageru.com/2w518bR</a></p>",4,"PragerU ","","https://www.facebook.com/prageru/",2018-08-22
"2688","CAIR Austin","<p>You are cordially invited to the 2nd Annual Banquet of the Austin Chapter of the Council on American-Islamic Relations (CAIR-Austin) on the evening of Saturday, October 6, 2018 at the Doubletree Hotel in Austin, Texas. Please join us in celebrating our first year as a chapter and to help us build a lasting foundation for the challenging road ahead.</p><p> CAIR-Austin is proud to host Linda Sarsour as the keynote speaker at our 2nd Annual Banquet on Saturday, October 6th.</p><p> WHEN<span class=""text_exposed_hide"">...</span><span class=""text_exposed_show""><br> October 6, 2018</span></p><p> Registration: 5:30 pm<br> Program Starts 6:00 PM</p><p> WHERE<br> DoubleTree by Hilton Hotel Austin<br> 6505 N Interstate 35, Austin, Texas,78752-4346, USA</p><p> Free parking is available in the garage.</p><p> CONTACT<br> (512) 640-9421<br> info@cairaustin.org<br> <a href=""http://www.cairaustin.org/"">www.cairaustin.org</a><br> <a href=""http://fb.com/cairaustin"">fb.com/cairaustin</a><br> <a href=""http://twiter.com/cairaustin"">twiter.com/cairaustin</a></p><p> TICKETS<br> $50 / Person<br> $20 / Child Babysitting Age 3-12<br> <a href=""https://cairaustin.ticketleap.com/"">https://cairaustin.ticketleap.com</a></p><p> *Subject to availability at event: $75/Person  and $25 / Child Babysitting Age 3-12</p><p> Linda Sarsour:</p><p> Linda is a working woman, racial justice and civil rights activist, and mother of three. Ambitious, outspoken, and independent, Linda shatters stereotypes of Muslim women while also treasuring her religious and ethnic heritage. She is a Palestinian Muslim American and a self-proclaimed “pure New Yorker, born and raised in Brooklyn!”</p><p> Linda serves as the Executive Director of the Arab American Association of New York and as a Senior Strategist for the Campaign to Take on Hate. In the wake of the police killing of Mike Brown, she co-founded Muslims for Ferguson to build solidarity amongst American Muslim communities and encourage work against police brutality. Linda is also the co-founder of the Muslim Democratic Club of New York, the first of its kind in New York City.</p><p> She has received numerous awards and honors including “Champion of Change” by the White House, the New York City Council’s Shirley Chisholm Women of Distinction Award, and received the inaugural American Muslim of the Year honor from the Council on American-Islamic Relations (CAIR). Linda is also a board member of the New York Immigration Coalition, a coalition of over 200 nonprofit agencies serving the diverse immigrant communities of New York State, and the Network of Arab American Professionals-NY Chapter.</p><p> She has been profiled by PBS, Yahoo News, NY1’s One on One With Budd Mishkin, and the Guardian. She has written for and been featured in local, national, and international media discussing impact of domestic policies that target Arab and American Muslim communities, immigration, criminal justice issues, and Middle East affairs. Linda’s strengths are in the areas of civil rights in the context of national security, community organizing, civic engagement, and immigrants’ rights advocacy.</p>",1,"","CAIR Austin","https://www.facebook.com/CAIRAustin/",2018-09-28
"2689","The Christian Science Monitor","<p>What we often perceive to be true. . . just isn't. Sign up for the Monitor's new podcast, where we explore perception gaps occurring in politics, gun violence, immigration, and poverty.</p>",4,"The Christian Science Monitor, an international news organization","The Christian Science Monitor","https://www.facebook.com/ChristianScienceMonitor/",2018-10-28
"2690","Beto O'Rourke","<p>Texas is the defining border state. We should be leading on immigration reform. And yet Ted Cruz was the only U.S. Senator to vote against moving forward on a conversation about reform. Senator Cruz has vowed to deport every single Dreamer. He's selling paranoia and fear instead of solutions. </p><p> We deserve better.</p>",1,"Beto for Texas","Beto O'Rourke","https://www.facebook.com/betoorourke/",2018-10-21
"2691","High Country News","<p>Will our new immigration policies create a larger underground economy of the undocumented? <a class=""_58cn"" href=""https://www.facebook.com/hashtag/opinion""><span class=""_5afx""><span class=""_58cl _5afz"">#</span><span class=""_58cm"">opinion</span></span></a></p>",1,"","High Country News","https://www.facebook.com/highcountrynews/",2018-02-18
