headline,section,date
"Rep. Jim Jordan, Freedom Caucus co-founder, is exploring run for House speaker",Politics,4/13/2018
A risk for James Comey: Validating the 'showboat' label Trump gave him,Politics,4/13/2018
A risk for James Comey: Validating the 'showboat' label Trump gave him,Politics,4/13/2018
"Captain Beefheart and His Magic Band, 'Dropout Boogie': The Week In One Song",Politics,4/13/2018
"Trump, Gardner strike deal on legalized marijuana, ending standoff over Justice nominees",Politics,4/13/2018
"Mainstream GOP groups wade deeper into key Senate races, as worries about ‘the wrong candidate’ rise",Politics,4/13/2018
"Casino magnate accused of misconduct gave $500,000 to pro-Trump super PAC",Politics,4/13/2018
Why has Trump been threatening to attack Syria? (Hint: It’s probably not about Syria.),Politics,4/13/2018
Trump's absence from Latin American summit could further hurt his reputation abroad,Politics,4/13/2018
"Trump issues pardon to ‘Scooter’ Libby, former chief of staff to Vice President Cheney",Politics,4/13/2018
What you missed this week in Washington,Politics,4/13/2018
Trump's absence from Latin American summit could further hurt his reputation abroad,Politics,4/13/2018
RNC deputy finance chair steps down after admitting Trump’s lawyer negotiated settlement between him and pregnant Playboy model,Politics,4/13/2018
Trump grants pardon to former Bush official; some say he is using the law as a political tool,Politics,4/13/2018
"Real or ‘fake news’? Either way, allegations of lewd tape pose challenge for Trump",Politics,4/13/2018
"Warren, Sanders, and Nixon tell Democrats that they're moving left, despite some roadblocks",Politics,4/13/2018
"Inspector general report faults Andrew McCabe for unauthorized disclosure of information, misleading investigators",Politics,4/13/2018
Gina Haspel’s nomination to head CIA faces some opposition in Senate,Politics,4/13/2018
Full transcript of Trump’s address on Syria airstrikes,Politics,4/13/2018
"If Kevin McCarthy wants to be speaker, this may be his biggest obstacle",Politics,4/13/2018
"In Congress, both critics and supporters of Syria strike call for clearer strategy",Politics,4/14/2018
The U.S. just bombed 3 sites in Syria. Here’s what we know about why states choose airstrikes.,Politics,4/14/2018
Would you pay $18.75 for ad-free Facebook?,Politics,4/14/2018
Michael Cohen's visiting Prague would be a huge development in the Russia investigation,Politics,4/14/2018
Would you pay $18.75 for ad-free Facebook?,Politics,4/14/2018
Republicans lose their favorite campaign message: Repealing Obamacare,Politics,4/14/2018
"Trump, Abe to meet as U.S.-Japan relationship shows strains over North Korea, trade",Politics,4/14/2018
More popular vote-electoral college splits may be in our future,Politics,4/14/2018
"Congress should 'forcefully respond' if Trump fires Mueller, 245 former DOJ officials say",Politics,4/14/2018
‘Big price to pay’: Inside Trump’s decision to bomb Syria,Politics,4/14/2018
They have broken Trump': Alex Jones and the Trump Internet's furious response to the Syria strikes,Politics,4/14/2018
Trump tries to appear strong in Syria even as he plans to withdraw,Politics,4/14/2018
"With neither Trump nor Maduro present, Summit of the Americas is a mostly civil affair",Politics,4/14/2018
"Trump's 'Mission Accomplished' tweet, and the premature declaration that haunted George W. Bush",Politics,4/14/2018
"Why the lewd Trump-Russian prostitutes allegation is a distraction, and we should all be careful",Politics,4/15/2018
Trump’s approval rating is back near first-100-day levels,Politics,4/15/2018
One major area where Comey has some explaining to do,Politics,4/15/2018
How Paul Ryan lost the Republican Party,Politics,4/15/2018
One major area where Comey has some explaining to do,Politics,4/15/2018
"SNL: Robert DeNiro shows up as Mueller and grills Ben Stiller's Cohen, ‘Meet the Parents’-style",Politics,4/15/2018
"Before James Comey's stunning memoir, there was George Tenet's remarkable tell-all",Politics,4/15/2018
Two years ago nationalism sparked massive protests in Egypt. Could it happen again?,Politics,4/15/2018
Paul Ryan on James Comey: 'I don't know the guy',Politics,4/15/2018
How long will Missouri's sex-scandal-ridden governor last?,Politics,4/15/2018
How long will Missouri's sex-scandal-ridden governor last?,Politics,4/15/2018
"Trump assails Comey in tweetstorm, calls for ex-FBI director to be imprisoned",Politics,4/15/2018
Nikki Haley says new sanctions coming on Russia,Politics,4/15/2018
"If you sue a billionaire president, can crowdfunding level the legal playing field?",Politics,4/15/2018
"Casting James Comey: From Vince Vaughn to Ben Affleck, Twitter has ideas",Politics,4/15/2018
"Joe Biden again says he hasn't ruled out 2020 run, will decide by year's end",Politics,4/15/2018
Fox's Laura Ingraham is hemorrhaging advertisers. SNL found some eager replacements.,Politics,4/15/2018
"Pence’s tone toward refugees, oppressed contrasts with Trump’s harsher rhetoric",Politics,4/15/2018
"Barbara Bush, former first lady, turns to ‘comfort care’",Politics,4/15/2018
Fealty to Trump has become the coin of the realm for GOP Senate candidates,Politics,4/15/2018
Trump’s reelection committee has spent more than $1 out of every $5 on legal fees this year,Politics,4/15/2018
Supreme Court considers whether states should have power to tax all online sales,Politics,4/15/2018
HHS Secretary Alex Azar hospitalized for treatment of ‘minor infection’,Politics,4/15/2018
"Trump, a reluctant hawk, has battled his top aides on Russia and lost",Politics,4/15/2018
Who's Comey trying to convince? The third of Americans with no opinion of him.,Politics,4/15/2018
Poll: Democrats’ advantage in midterm election support is shrinking,Politics,4/15/2018
Comey's disdain for Trump has the simplest of explanations: morality,Politics,4/15/2018
‘So did the world explode?’: An oral history of another insane week in the Trump era.,Politics,4/15/2018
John Boehner's claim that 'we have literally filled up our jails' with people for minor marijuana possession,Politics,4/16/2018
"Last week the U.S. bombed Syria, but not much changed. Here’s what you need to know.",Politics,4/16/2018
Why the Syrian regime has been targeting civilian infrastructure,Politics,4/16/2018
James Comey would rather impeach himself than Trump,Politics,4/16/2018
James Comey would rather impeach himself than Trump,Politics,4/16/2018
"New museum chief fiercely promotes African art, but faces a more prosaic problem at home",Politics,4/16/2018
Lula da Silva is in jail — and he’s still Brazil’s leading candidate for president. Here are 3 ways that could turn out.,Politics,4/16/2018
Five things to keep in mind whenever Trump tweets about polling,Politics,4/16/2018
Kellyanne Conway: Comey an attention-seeker pushing ‘revisionist’ account of meetings with Trump,Politics,4/16/2018
How did voters register their protest in Egypt's presidential election?,Politics,4/16/2018
The Finance 202: Trump's base is all about his tariffs on imports,Politics,4/16/2018
Pence's tone toward refugee may be softer than Trump's but that's where the difference ends,Politics,4/16/2018
Pence's tone toward refugee may be softer than Trump's but that's where the difference ends,Politics,4/16/2018
The Health 202: Why Republicans don't talk about repealing Obamacare anymore,Politics,4/16/2018
The Daily 202: How James Comey’s battles with the Bush White House prepared him to stand up to Trump,Politics,4/16/2018
The Energy 202: Trump's new rules make it easier for energy companies to escape penalties for killing birds,Politics,4/16/2018
What to make of the dramatic court fight over Michael Cohen's documents,Politics,4/16/2018
"Trump contradicts his Treasury Department, accuses China and Russia of currency cheating",Politics,4/16/2018
The Energy 202: A key Senate Republican zeroes in on Scott Pruitt's emails,Politics,4/17/2018
"Yes, Sean Hannity was a legal client of Michael Cohen's",Politics,4/17/2018
The White House is laughably distancing Trump from Michael Cohen. Here's how might it minimize other allies.,Politics,4/17/2018
The White House is laughably distancing Trump from Michael Cohen. Here's how might it minimize other allies.,Politics,4/17/2018
"After a very brief respite, Trump resumes his war of words with California Gov. Jerry Brown",Politics,4/17/2018
"GOP's internal war intensifies in key Senate races, as McConnell faces new attacks",Politics,4/17/2018
An increasing number of Americans see the FBI as biased against Trump,Politics,4/17/2018
Trump's top economic adviser: 'Never believe the CBO ... never believe them',Politics,4/17/2018
"GOP Rep. Charlie Dent will leave Congress within weeks, potentially setting up special election",Politics,4/17/2018
"Trump’s pick to lead Veterans Affairs would oppose push to privatize health care, senator says",Politics,4/17/2018
"‘This has gone too far’: In some Senate primaries, Republicans air concerns about Mueller’s investigation",Politics,4/17/2018
What's changed for Kevin McCarthy since he blew his last chance to be House speaker?,Politics,4/17/2018
What's changed for Kevin McCarthy since he blew his last chance to be House speaker?,Politics,4/17/2018
Sean Hannity and the benefits of low expectations,Politics,4/17/2018
The new normal: We will have no idea how much Trump made in 2017,Politics,4/17/2018
Sean Hannity and the benefits of low expectations,Politics,4/17/2018
"Forgive and forget? No, say Clinton backers who still blame Comey for presidential loss.",Politics,4/17/2018
Man with ALS who confronted Flake over tax law launches 'Be a Hero' campaign to beat Republicans,Politics,4/17/2018
Sean Hannity was very concerned about conflicts of interest — until he had one,Politics,4/17/2018
Trump's alleged sexual misconduct doesn't matter to most Republicans,Politics,4/17/2018
Stormy Daniels's lawyer could be playing mind games with Michael Cohen,Politics,4/17/2018
"Trump knows how polling works, but he pretends he doesn't",Politics,4/17/2018
McConnell shoots down White House plan to pare back spending bill that Trump signed,Politics,4/17/2018
Senate leader appears to kill special counsel protection bill’s chances,Politics,4/17/2018
Supreme Court divided on whether states should tax all online sales,Politics,4/17/2018
"Missouri governor, still defiant amid calls for his resignation, faces new accusations",Politics,4/17/2018
"On ‘The View,’ Stormy Daniels reveals sketch of a man she said threatened her",Politics,4/17/2018
Mounting opposition to Pompeo makes positive Senate committee vote unlikely,Politics,4/17/2018
Hannity’s rising role in Trump’s world: ‘He basically has a desk in the place’,Politics,4/17/2018
CIA Director Pompeo met with North Korean leader Kim Jong Un over Easter weekend,Politics,4/17/2018
Nikki Haley’s extraordinary rebuke of the White House,Politics,4/17/2018
Nikki Haley’s extraordinary rebuke of the White House,Politics,4/17/2018
Trump sours on talking with Mueller after FBI raid of lawyer’s office,Politics,4/17/2018
Haley says ‘I don’t get confused’ after White House official suggests she misunderstood Russia sanctions,Politics,4/17/2018
Trump sours on talking with Mueller after FBI raid of lawyer’s office,Politics,4/17/2018
Dissecting House Speaker Ryan's remarks on deficits and spending,Politics,4/18/2018
Why Austria's response to the Skripal poisoning wasn't so tough on Russia,Politics,4/18/2018
Russians are actually getting less xenophobic,Politics,4/18/2018
Paul Ryan moves to shore up his staying power a week after announcing his retirement,Politics,4/18/2018
Con job': Trump takes aim at Stormy Daniels for releasing sketch of man she says threatened her,Politics,4/18/2018
New inspector general report points to recurring government problems,Politics,4/18/2018
I did the first long-term study investigating illegal ivory traders. Here's what I learned.,Politics,4/18/2018
"Trump calls California's sanctuary laws a 'ridiculous, crime infested &#038; breeding concept'",Politics,4/18/2018
I’m like a breakup he can't get over': James Comey joins Stephen Colbert and mocks Trump,Politics,4/18/2018
Trump to meet Germany's Merkel at White House,Politics,4/18/2018
The Finance 202: 'Happy hour in America.' Tax cuts could leave economy weaker after short-term boost,Politics,4/18/2018
"Trump, Japan's Abe work on strengthening ties — but also change them after awkward coincidence",Politics,4/18/2018
The Daily 202: New coalition aims to improve Democratic messaging against Trump,Politics,4/18/2018
New poll shows growing support for stricter gun control among younger Americans,Politics,4/18/2018
The Energy 202: NAACP joins environmental groups in calling for Scott Pruitt's ouster,Politics,4/18/2018
The Health 202: Health industry giants get tax windfall. But it's unclear how it will be used.,Politics,4/18/2018
Trump denies Russia investigation was behind Comey firing,Politics,4/18/2018
Trump's tweet on firing Comey is thoroughly debunked by Donald Trump,Politics,4/18/2018
Pompeo's visit suggests the Trump-Kim summit is on track. Here's why Kim is ready to talk.,Politics,4/18/2018
"Corker decries Trump’s ‘constant chaos,’ denounces his attacks on media and FBI",Politics,4/18/2018
"Read my lips: No new bill to protect Robert Mueller' — Mitch McConnell, basically",Politics,4/18/2018
Trump says initial high-level meeting between U.S. and North Korea ‘went very well’,Politics,4/18/2018
Comey says he was driven from the Republican Party by Trumpian politics,Politics,4/18/2018
Trump urges Congress to fix deportation law partially struck down by Supreme Court,Politics,4/18/2018
Pompeo’s critics offer grudging praise for North Korea meeting,Politics,4/18/2018
Trump's first tweet about Stormy Daniels makes no sense — and he may regret it,Politics,4/18/2018
Trump's first tweet about Stormy Daniels makes no sense — and he may regret it,Politics,4/18/2018
"George W. Bush recalls his mother as strong, lucid and funny as she approached death",Politics,4/18/2018
Retiring GOP Sen. Bob Corker calls Democrat seeking to replace him a 'very good governor',Politics,4/18/2018
Giuliani says he is joining Trump’s legal team to ‘negotiate an end’ to Mueller probe,Politics,4/19/2018
Schumer backs federal effort to decriminalize marijuana,Politics,4/19/2018
Even Kimmel and Colbert think Michael Cohen will turn on Trump,Politics,4/20/2018
Even Kimmel and Colbert think Michael Cohen will turn on Trump,Politics,4/20/2018
Why Mongolia hopes to host a Trump-Kim Jong Un meeting,Politics,4/20/2018
"Democratic Party files lawsuit alleging Russia, the Trump campaign and WikiLeaks conspired to disrupt the 2016 campaign",Politics,4/20/2018
Do the Comey memos bolster the Steele dossier?,Politics,4/20/2018
Do the Comey memos bolster the Steele dossier?,Politics,4/20/2018
"Nirvana, 'Stain': The Week In One Song",Politics,4/20/2018
The Forbes 400 and how Trump's shameless self-promotion helped make him president,Politics,4/20/2018
‘A factory of bad ideas’: How Scott Pruitt undermined his mission at EPA,Politics,4/20/2018
Is marijuana decriminalization possible in the Middle East?,Politics,4/20/2018
What's up with politicians suddenly embracing pot?,Politics,4/20/2018
Shifting views on marijuana highlight just how differently people of color are impacted by drug laws,Politics,4/20/2018
What's up with politicians suddenly embracing pot?,Politics,4/20/2018
The Democrats' circumstantial case against the president who beat them,Politics,4/20/2018
The 5 biggest political headlines of this week,Politics,4/20/2018
"Under pressure to show results on North Korea, Trump the showman can’t stop raising the bar for success",Politics,4/20/2018
The tax cuts are working (for banks)!,Politics,4/20/2018
Black voters warn Democrats with 2020 ambitions about taking them for granted,Politics,4/20/2018
John Bolton begins to shape National Security Council staff,Politics,4/20/2018
"Sessions told White House that Rosenstein’s firing could prompt his departure, too",Politics,4/20/2018
CIA declassifies memo clearing Haspel of responsibility for destroying evidence,Politics,4/20/2018
Stormy Daniels’s former lawyer said to be cooperating with federal probe of Michael Cohen,Politics,4/20/2018
"Missouri Gov. Eric Greitens is charged again, accused of misusing charity’s donor list in campaign",Politics,4/20/2018
"Wealthy donors spend millions to boost top super PAC supporting Senate Democrats, filings show",Politics,4/20/2018
Disruptive conservative groups lose their punch with Trump in charge,Politics,4/20/2018
Holocaust Museum rethinks FDR’s World War II refugee legacy,Politics,4/20/2018
Why Russia is openly violating sanctions against North Korea,Politics,4/20/2018
Trump calls Comey a liar yet keeps citing him as a credible source,Politics,4/21/2018
Trump calls Comey a liar yet keeps citing him as a credible source,Politics,4/21/2018
"Barbara Bush's funeral: Why Melania Trump, Michelle Obama, Hillary Clinton will be there",Politics,4/21/2018
"Trump lashes out at New York Times over Michael Cohen coverage, vows his attorney won't 'flip'",Politics,4/21/2018
Barbara Bush to be honored by friends and family at private funeral in Houston,Politics,4/21/2018
Democrats favor looser restrictions on marijuana — and some in GOP join them,Politics,4/21/2018
"Under attack, the FBI becomes a partisan battleground",Politics,4/21/2018
Scalise discharged from hospital after 'successful' surgery,Politics,4/21/2018
"Michael Cohen, once at pinnacle of Trump’s world, now poses threat to it",Politics,4/21/2018
White House privately skeptical of North Korea’s plans to freeze nuclear testing,Politics,4/21/2018
"An old-school proper goodbye for Barbara Bush, a first lady of grace and grit",Politics,4/21/2018
Romney forced to compete in Utah primary for Senate seat,Politics,4/21/2018
North Korea is setting the mood for a summit with Trump. And that is progress.,Politics,4/21/2018
Gun control advocates push to make voter registration the legacy of Parkland shooting,Politics,4/21/2018
Will President Trump ever go to London? The saga of the special relationship's long delayed visit.,Politics,4/22/2018
You were the reason:' Barbara and George Bush's epic love story hailed at her funeral,Politics,4/22/2018
Iran’s foreign minister warns nation will restart ‘nuclear activities’ if U.S. withdraws from accord,Politics,4/22/2018
"DNC chairman defends lawsuit against Russia, Trump campaign, WikiLeaks",Politics,4/22/2018
Professor: A disturbing story about the influence of the Koch network in higher education,Politics,4/22/2018
Retiring Sen. Corker won't campaign against Democrat vying for his seat,Politics,4/22/2018
Ivana Trump says President Trump shouldn't run for reelection in 2020,Politics,4/22/2018
Kanye West's embrace of a black Trump supporter not well-received,Politics,4/22/2018
Kanye West's embrace of a black Trump supporter not well-received,Politics,4/22/2018
"In travel ban case, Supreme Court considers ‘the president’ vs. ‘this president’",Politics,4/22/2018
Romney faces clearer path to GOP Senate nomination despite convention setback,Politics,4/22/2018
"Wisconsin is the GOP model for ‘welfare reform.’ But as work requirements grow, so does one family’s desperation.",Politics,4/22/2018
Is President Trump finally heading to Britain? The saga of his long-delayed visit.,Politics,4/22/2018
Networks of profiteers run rampant in Libya. Can they be stopped?,Politics,4/23/2018
Cape Town still has water — for now. This may take political solutions as well as technical fixes.,Politics,4/23/2018
The Finance 202: Compromise may be on the trade menu with China,Politics,4/23/2018
‘Nowhere near close’: The bond between Trump and Giuliani is less than it appears,Politics,4/23/2018
White House officials urge Democrats to reconsider support for Pompeo ahead of Monday committee vote,Politics,4/23/2018
The Energy 202: Trump and Democrats marked Earth Day very differently,Politics,4/23/2018
The Daily 202: Macron wants to be Trump’s buddy. Can it last? Five flashpoints to watch.,Politics,4/23/2018
The Health 202: Abortion debate turns to Down syndrome,Politics,4/23/2018
Don't expect Mitt Romney to be Trump's chief antagonist in the Senate,Politics,4/23/2018
Don't expect Mitt Romney to be Trump's chief antagonist in the Senate,Politics,4/23/2018
"Comey, the memos and the question of what's classified",Politics,4/23/2018
Bob Corker's painful interview about his successor is a gift to Democrats,Politics,4/23/2018
"Sen. Kamala Harris spurns corporate PAC donations, joining other 2020 hopefuls",Politics,4/23/2018
Bob Corker's painful interview about his successor is a gift to Democrats,Politics,4/23/2018
Trump renews threat to tie border crossings to new NAFTA deal,Politics,4/23/2018
CNN gets the direction of anti-Mueller rhetoric between Fox News and Trump backward,Politics,4/23/2018
Kellyanne Conway's confusing complaint about a CNN question on her husband's tweets,Politics,4/23/2018
Why Mike Pompeo's Senate confirmation is historic — and not in a good way for Trump,Politics,4/23/2018
Kellyanne Conway's confusing complaint about a CNN question on her husband's tweets,Politics,4/23/2018
Why Mike Pompeo's Senate confirmation is historic — and not in a good way for Trump,Politics,4/23/2018
The Trump White House has turned questioning one's patriotism into a talking point,Politics,4/23/2018
"Pompeo likely to fail committee vote, but is all but assured Senate confirmation",Politics,4/23/2018
The White House can't hide Trump's worry about Michael Cohen,Politics,4/23/2018
White House press secretary pressed to explain what Trump meant by a 'breeding concept',Politics,4/23/2018
The White House can't hide Trump's worry about Michael Cohen,Politics,4/23/2018
Trump has some explaining to do about his 2013 Russia trip,Politics,4/23/2018
Supreme Court considers power of agency judges and who should appoint them,Politics,4/23/2018
Colorado Republican congressman is kicked off primary ballot,Politics,4/23/2018
Rep. McSally says she was pressured into sex by high school track coach,Politics,4/23/2018
First state visit of Trump era a test of French president’s bet he can bargain with self-described master dealmaker,Politics,4/23/2018
"Senate to postpone confirmation hearing for Ronny Jackson to head Veterans Affairs, White House officials told",Politics,4/23/2018
"George H.W. Bush hospitalized the day after funeral for his wife, Barbara",Politics,4/23/2018
There's still no evidence Comey leaked classified information to the media,Politics,4/23/2018
"If Putin has kompromat on Trump, how might he use it?",Politics,4/24/2018
Q&#038;A for federal workers: Shrinking workspaces,Politics,4/24/2018
Sanctuary cities don't 'breed crime.' They encourage people to report crime.,Politics,4/24/2018
"In Africa, presidential term limits are working",Politics,4/24/2018
Trump doesn't like China’s economic nationalism. So why is his administration stirring it up?,Politics,4/24/2018
"McCain discharged from hospital, returns to home near Sedona, Ariz.",Politics,4/24/2018
The Health 202: The health-care world slams Trump's proposal for short-term insurance plans,Politics,4/24/2018
Trump-the-politician seems to be hurting Trump-the-businessman — at least in New York,Politics,4/24/2018
The Daily 202: VA nominee’s struggles are a consequence of Trump’s vetting failures,Politics,4/24/2018
The Finance 202: Wells Fargo shrinks lobbying team as it faces crisis in Washington,Politics,4/24/2018
The Energy 202: Why Scott Pruitt's decision on burning wood is so high stakes,Politics,4/24/2018
Maxine Waters's cringeworthy explanation for her 180 on James Comey,Politics,4/24/2018
White House stands by embattled nominee to lead Veterans Affairs,Politics,4/24/2018
Maxine Waters's cringeworthy explanation for her 180 on James Comey,Politics,4/24/2018
"For better or worse, Ronny Jackson perfectly encapsulates Trump’s staffing system",Politics,4/24/2018
Trump keeps saying he’s innocent. So why does he keep sounding like he’s guilty?,Politics,4/24/2018
Trump says it's 'stupid' to ask whether he'd pardon Michael Cohen. He protests way too much.,Politics,4/24/2018
"Trump, Macron review the troops and enjoy the pomp before getting down to business",Politics,4/24/2018
The White House's Ronny Jackson problems were entirely avoidable,Politics,4/24/2018
Mitt Romney wore his sport costume to root for his new favorite team,Politics,4/24/2018
Supreme Court says corporations can’t be sued under centuries-old law for overseas human rights abuses,Politics,4/24/2018
Arizona's 8th District is not a place where demographics favor the Democrats,Politics,4/24/2018
Trump all but kills Ronny Jackson's VA nomination with one final spectacle,Politics,4/24/2018
Trump now says we sent cash to Iran in barrels,Politics,4/24/2018
"Manafort interviewed twice by FBI before joining Trump’s 2016 campaign, new documents show",Politics,4/24/2018
Trump's complaint it would take 9 years to get his nominees approved (Part 2),Politics,4/24/2018
"Senate Republicans call for greater scrutiny of Pruitt's management, spending decisions",Politics,4/24/2018
Trump and Macron can't stop touching each other,Politics,4/24/2018
"Why Sean Hannity's fans will keep on loving him, even if he is a 'welfare queen'",Politics,4/24/2018
Supreme Court is divided over Texas redistricting maps,Politics,4/24/2018
Democrats fear Grassley’s amendment to special counsel bill will let GOP tip off Trump about Mueller’s probe,Politics,4/24/2018
Trump signals willingness to entertain ‘a new deal’ with Iran,Politics,4/24/2018
‘Playful dominance’: The touchy-feely relationship between Trump and Macron,Politics,4/24/2018
Trump and Macron can't stop touching each other,Politics,4/24/2018
"Why Sean Hannity's fans will keep on loving him, even if he is a 'welfare queen'",Politics,4/24/2018
Supreme Court is divided over Texas redistricting maps,Politics,4/24/2018
Democrats fear Grassley’s amendment to special counsel bill will let GOP tip off Trump about Mueller’s probe,Politics,4/24/2018
Trump signals willingness to entertain ‘a new deal’ with Iran,Politics,4/24/2018
‘Playful dominance’: The touchy-feely relationship between Trump and Macron,Politics,4/24/2018
"Why Sean Hannity's fans will keep on loving him, even if he is a 'welfare queen'",Politics,4/24/2018
How Ronny L. Jackson found his VA nomination rapidly imperiled,Politics,4/24/2018
Arizona voters to pick new member of Congress to replace Trent Franks,Politics,4/24/2018
How Ronny L. Jackson found his VA nomination rapidly imperiled,Politics,4/24/2018
"In Senate nomination wars: No retreat, no compromise",Politics,4/24/2018
Supreme Court to consider Trump’s travel ban and the president’s authority,Politics,4/24/2018
Trump doesn't like the Iran deal's sunset provisions. Here's how to fix that.,Politics,4/25/2018
China is fueling a new 'resource curse’ - and riots around the world,Politics,4/25/2018
How nationalism can actually help democracies,Politics,4/25/2018
A Tennessee gubernatorial candidate’s political football? Titans season tickets.,Politics,4/25/2018
Senate confirms 15th circuit court judge in 15 months of Trump’s presidency,Politics,4/25/2018
The Finance 202: Boeing's stock was the best bellwether of a trade war. Until yesterday.,Politics,4/25/2018
"Trump's rumored next chief of staff, Mick Mulvaney, admits he sold access as a congressman",Politics,4/25/2018
"Democrats didn't win in Arizona, but here's why they're celebrating anyway",Politics,4/25/2018
"Trump's rumored next chief of staff, Mick Mulvaney, admits he sold access as a congressman",Politics,4/25/2018
"Democrats didn't win in Arizona, but here's why they're celebrating anyway",Politics,4/25/2018
The Daily 202: Mick Mulvaney’s confession highlights the corrosive influence of money in politics,Politics,4/25/2018
The Energy 202: Inside the Trump team's push to stop its Park Service board from quitting,Politics,4/25/2018
The Health 202: Forget the VA. It's not clear Ronny Jackson can do his current job.,Politics,4/25/2018
"Mulvaney discloses 'hierarchy' for meeting lobbyists, saying some would be only see if they pay",Politics,4/25/2018
"Democrats flip 40th legislative race of Trump era, this time in New York",Politics,4/25/2018
The Republican win in Arizona was another tough night for the GOP,Politics,4/25/2018
What does ‘America first’ really mean?,Politics,4/25/2018
Trump praises Macron for the 'seldom' honor of addressing Congress that isn't so seldom,Politics,4/25/2018
The epicenter of Trump's crime rhetoric just elected a Democrat for the first time in 40 years,Politics,4/25/2018
"GOP Senate candidate goes after McConnell, calls his father-in-law a 'wealthy Chinaperson'",Politics,4/25/2018
Scientists denounce Pruitt's effort to block 'secret science' at EPA,Politics,4/25/2018
"French President Macron said 'fake news,' and everyone heard their own definition",Politics,4/25/2018
"CIA refuses to declassify more information about Gina Haspel, Trump’s pick to lead the agency",Politics,4/25/2018
The White House is abandoning Scott Pruitt,Politics,4/25/2018
Nikki Haley’s unique Trump Teflon,Politics,4/25/2018
Democrats don’t mind the Syria strike but hate what Trump is doing on Syria,Politics,4/25/2018
"Giuliani reopens negotiations about presidential interview with Mueller, but cautions special counsel that Trump remains resistant",Politics,4/25/2018
Rapper Kanye West calls Trump 'my brother' — 'very cool!' Trump responds,Politics,4/25/2018
Republicans got a win in Arizona — but it just made them more nervous,Politics,4/25/2018
Kanye West's late registration of support for Trump has his fans watching the throne,Politics,4/25/2018
Trump needed new lawyers for Russia probe. He found them at a tiny Florida firm.,Politics,4/25/2018
HUD Secretary Ben Carson to propose raising rent for low-income Americans receiving federal housing subsidies,Politics,4/25/2018
Michael Cohen to invoke Fifth Amendment right in Stormy Daniels case,Politics,4/25/2018
Tester’s scrutiny of Trump’s VA choice offers political peril and opportunity,Politics,4/25/2018
Sessions backtracks on pausing legal aid for immigrants facing deportation,Politics,4/25/2018
Trump's past comments about pleading the Fifth look pretty ominous now,Politics,4/25/2018
"The lengthy list of allegations against Ronny L. Jackson, annotated",Politics,4/25/2018
Trump's past comments about pleading the Fifth look pretty ominous now,Politics,4/25/2018
"Kanye West, from ‘Bush doesn’t care about black people’ to praising Trump’s ‘dragon energy’",Politics,4/25/2018
French President Macron charms both parties in an impassioned speech to Congress,Politics,4/25/2018
"Kanye West, from ‘Bush doesn’t care about black people’ to praising Trump’s ‘dragon energy’",Politics,4/25/2018
"VA nominee considers withdrawing as new allegations emerge of drinking, wrecking government vehicle",Politics,4/25/2018
Cyber warfare may be less dangerous than we think,Politics,4/26/2018
Why gerrymandering is going to get even worse,Politics,4/26/2018
The Finance 202: Now comes Merkel. And the hard part.,Politics,4/26/2018
Ronny Jackson withdraws as Trump’s nominee to lead Veterans Affairs,Politics,4/26/2018
The Health 202: Congress is moving on opioids legislation -- but is it enough?,Politics,4/26/2018
The Energy 202: House Republicans divided on whether to turn up the heat on Scott Pruitt,Politics,4/26/2018
The Daily 202: Michael Cohen will take the Fifth. Trump has said innocent people don’t do that.,Politics,4/26/2018
Trump says for first time that Cohen represented him in Stormy Daniels case,Politics,4/26/2018
Trump says he might get more involved in managing the Justice Department,Politics,4/26/2018
"As Trump tells Fox News the Mueller probe is 'horrible,' a Fox poll shows most Americans disagree",Politics,4/26/2018
Trump says Pompeo was not originally scheduled to see Kim Jong Un on secret North Korea visit,Politics,4/26/2018
Did Trump just make a 'hugely damning admission' in the Stormy Daniels case?,Politics,4/26/2018
Did Trump just make a 'hugely damning admission' in the Stormy Daniels case?,Politics,4/26/2018
What will North and South Korean leaders talk about tomorrow? Here's a cheat sheet.,Politics,4/26/2018
It's your Justice Department!' Fox News hosts tried and failed to halt Trump's rant,Politics,4/26/2018
Ronny Jackson and Trump's reflex to defend people accused of behaving badly,Politics,4/26/2018
It's your Justice Department!' Fox News hosts tried and failed to halt Trump's rant,Politics,4/26/2018
Ronny Jackson and Trump's reflex to defend people accused of behaving badly,Politics,4/26/2018
"With GOP divided, Senate panel takes up legislation to protect Mueller",Politics,4/26/2018
"Trump's unwieldy 'Fox and Friends' interview, annotated",Politics,4/26/2018
Trump's 'Fox and Friends' claims are already part of Michael Cohen's search-warrant fight,Politics,4/26/2018
Federal prosecutors quickly cite Trump’s ‘Fox and Friends’ comments to help make their case on Cohen documents,Politics,4/26/2018
Pelosi defends party intervention in Democratic primaries,Politics,4/26/2018
Lower-income Americans are more likely to say politicians look down on them,Politics,4/26/2018
5 takeaways from Scott Pruitt's grilling in Congress,Politics,4/26/2018
Did Diamond and Silk commit perjury? Or is campaign-finance language often confusing?,Politics,4/26/2018
Senate confirms Mike Pompeo as Trump’s next secretary of state,Politics,4/26/2018
5 takeaways from Scott Pruitt's grilling in Congress,Politics,4/26/2018
"On Fox News, Kanye West was 'the dopey little rapper.' Now, praising Trump, he is 'iconic.'",Politics,4/26/2018
Americans think their democracy is falling short,Politics,4/26/2018
